,Review,Thema1,Thema2,Thema3,Thema4
182,several pair crocs two different pair disney crocs pair vera bradley collaboration crocs pair red sox crocs normal shoe wear  always someone buy  crocs one disney pair  foot fit end end barely allow sport mode still flip red sox pair  give someone order wrong size theyre roomy fit  always size tell buy  pair classic crocs recently one pistachio lavender way small size bottom confirm yet fit small current size inconsistent leave v right shoeholding side side could see leave small right give crocs return buy replacement pair still really love shoe new one issue may stick wear current one pas retire crocs here hop temporary fluke although hope high see happen pair,0.599838507473402,-0.061777242636511624,-0.2820129527129657,-0.16696143456429163
183,three pair crocs none hurt toe like pair know right away fit different heel hit edge shoe never happen usually roomy fit figure break wear work every day two week still feel stiff hurt toe,0.30651935476910736,-0.25601709404618433,-0.15974408756076094,-0.048287022882619546
184,pay almost  dollar get extremely disappoint smell terrible look messy dirty,0.14617016267373603,-0.14431810097240128,0.049388179128607296,-0.14321729844677247
185,purchase  pair classic clog crocs one husband one love however mine fit return nine day still wait refund,0.31676063531105114,-0.13605426855247593,-0.11054943634019546,-0.0222415709636336
186,purchase arch support arch support pair purchase return item,0.12978470447302337,-0.10014683212797831,-0.04109219586181273,0.053338411361295655
187,purchase crocs brand new excite finally see size sadly receive shoe look like use already bottom shoe dirty someone walk see like send back unhappy spend full price use already,0.312877912025819,-0.19578867169675987,0.04511188845927852,-0.06785332508305823
188,really want crocs like people wear comfy shoe excite get weird placement front hole make one toe perfectly pop every step take look like skinny little white worm embarrass,0.340119626563515,-0.35333853695622935,0.025319582977042038,-0.05352498004798075
189,really want like wide foot send back,0.19510805218299576,-0.2526052861147957,0.04750151208586515,0.06764486340470412
190,really want love theyre comfortable wear week make foot sweat sock cant say love overall,0.1904404394616478,-0.24294418953662855,-0.1538744903936449,0.050100371863806656
191,receive child size crocs send back reorder hope woman size  order,0.44673623139176977,0.2186854842687669,0.016675445498214515,-0.12125998851027647
192,receive package without invoice package try many time inquire invoice shoe provide support unable enjoy right feel money waste,0.15312998286545548,-0.11782672153230767,-0.05838366108080967,0.01900230786171693
193,receive mark woman  way small order number crocs zappos size  always fit something go wrong size color good size leave disappoint check ship,0.4954774043507267,0.20902133473810006,0.12863101134920757,-0.17144451388923743
194,regret buy buy pair color fine feel short size advertise wide wear lose box cant return wear twice super uncomfortable,0.3493112768331721,-0.16060447154785762,0.07775397148091376,0.053013148541605506
195,return order place take second time realize crocs change material shape size shoe never purchase pair crocs shoe crock talk friend everyone own crocs past say thing hurt foot hard flex like use room toe small rub toe give blister injury foot crocs shoe could wear comfort search different shoe never trust crocs must search cheap material manufacture point opinion destroy business,0.4517264834558232,-0.30610070030667735,-0.18991516955901733,0.04500409214219131
196,return product texture insole irritate foot,0.1689898610796442,-0.19987233989662606,0.06322083402270487,0.3334510632990285
197,return shoe like style quality shoe,0.2425138598700606,-0.25942867240679807,0.13661431411923713,0.23350323097951023
198,return although label size one big,0.4290610918254677,0.17531571038083402,0.2761400842032834,0.4346781419674654
199,return original pair crocs amaze think id buy size original pair make vietnam pair pair purchase inch long first pair foot stay put try ill go freestanding store stick foot pay pay return fee think thats right,0.3608839921196873,-0.15581031073423118,-0.16623023339357568,-0.006358636623104122
200,suppose true size crocs must realign size since last year son wear men  though wear   shoe get small get next size men  nine size obviously small new pair,0.521777756940319,0.22545463111864933,-0.14053101891648093,-0.007035526853420855
201,take men   shoe size order  croc clog black manufacture china instead vietnam past crocs oversized upon arrival float like size  go send back call make arrangement instead read online shrink dry follow online procedure perfect fit company investigate quality subpar use discontinue men classic black sandal back strap vietnam simply love box please bring back keep stock bring back quality croc name know,0.3283592223144769,-0.08047857600635654,-0.041019309065752706,-0.07806016805491528
202,think happy color expect scratch easily seem like something touch leaf mark,0.13425766956513008,-0.1527806077024788,0.28358387329441964,-0.15469818804438765
203,think finally see fuss  still understand almost always true size  slightly narrow foot le age order  toe push front shoe enormously wide return,0.31661136698155473,-0.08865112672180572,-0.019362582018384658,0.2150636403965151
204,think shoe comfortable foot surgery many people say felt comfortable well get surgery theyre supportive foot understand sneaker problem size   neither   fit properly basically shoe work regardless really disappoint think surgery id finally wear get comfortable size,0.3439966288470179,-0.17178031682846046,-0.16426366004977155,0.12926899900835587
205,try son crocs absolutely love purchase pair one felt slightly big return,0.3348458601493262,-0.12473665964111613,-0.023700840592911318,0.12468700526696376
206,try pair son crock felt fine order pair however inside shoe prickly irritate bottom foot give son great old adult,0.24708870024145246,-0.13910585590045926,-0.16810868871060414,0.023467011303744317
207,use outdoors play dog uncomfortable,0.05871062169514188,-0.08136132945287411,-0.04785421220958898,0.02632915646064886
208,usually always buy crocs official website try zappos want use student discount order grey pair size small maybe might shrink size crocs usually constant disappoint order process return,0.5170468090542164,0.09582246795782144,-0.03863597798282463,-0.15528690662181027
209,want second pair wear one currently time roomy foot barely fit get foot side tight feel like theyre poke foot,0.30195894993052824,-0.2996553864592907,-0.1512727686150945,0.03563395721114193
210,want like crocs doubt ill wear much comfy little tab hold strap crocs end rub foot raw last two time wear barefoot get blister hour use notice issue daughter maybe sensitive foot kind defeat purpose wear sock,0.29694432931502146,-0.35899638990478466,-0.18614876124741053,0.05698379052908879
211,want love since beloved birkenstocks begin give callus  bunionette year enough arch support plantar fasciitis,0.10948366042867286,-0.09638639061579536,-0.0839577856394422,6.652560665796649e-05
212,want love recommend super comfortable several family member wide huge felt like go fall heel strap nice cushy make one ankle hurt roll outward sprain ankle year perhaps need firm support flexible sole provide although ankle pain shoe slipper may issue already size half size wear wool sock still huge think size help problem mostly widthvolume length relatively low foot volume wide foot high foot volume may great way work return,0.4309286690832172,-0.17703220382768858,-0.0985812492080602,0.24783458523448898
213,disappoint shoe crocs shoe wear comfortable soft sol however bunch ridge inside make quite uncomfortable bare foot,0.2976636471272795,-0.3617465862334193,-0.22808977460396224,0.11578547859221153
214,give roomy fit ask,0.14515996661423688,-0.03511992735195407,-0.06479452791535997,0.04053012149539453
215,really excite get try felt one crocs come small one weird foot size mean make one small,0.4116017964316462,0.060443340370534504,-0.15768139292850483,-0.056692702471639905
216,really hop fit due large crocs look people foot luck size  e thick foot gal could get shoe  pretty shoe,0.39270645300681184,-0.23957183173760307,-0.12592318962599736,0.1742206609064488
217,try replace pair wear long time receive huge medium anything apparently crocs come wide ee wide wide foot give,0.27483370647425165,-0.21672009508425516,-0.16672781292854416,0.13091077433533646
218,excite buy shoe comfortable think comfortable case wear whole day give blister side foot logo crocs go,0.25435289569677744,-0.2802245471470039,-0.21181770058627492,0.08958390358070582
219,upset order cancel without make purchase day cancel well without explanation,0.1361627086441156,-0.07534668078068224,-0.0798896335801713,-0.06816690969525019
220,wear size  find hair short swim however engineer someone far high arch mine,0.185145290977358,0.03699655803893021,-0.06663156553254639,0.05785674000211124
221,wear shoe sz   medium narrow sz  shoe ok length hopelessly wide,0.23614515728058005,-0.24757175427781253,-0.13681781530930742,0.3112993411829407
222,go accord size chart page crocs arrive immediately put wide big could put near two foot inside happen husband pair,0.2819990200553853,-0.10302660407791313,-0.1158111812723417,0.13760027414097353
223,wish try pair crocs  one order big much much much comfortable small size love color,0.3869033702730813,-0.01735421837121449,0.08433855394732777,-0.0761630591313078
224,wear new crocs without sock rub foot raw total waste money,0.1828507805585391,-0.21054488410722522,-0.194217070070367,0.0352058591533964
225,like replacement get wrong size crocs small mess package gy,0.45414948070755806,0.1276764790331507,0.08546910823862375,-0.14158114059928598
226,purchase product  week buy strap break disappoint,0.16488174619444543,-0.17680512207445778,-0.08596608228981821,-0.10667492421348798
227,wear saily could find right size  big  short,0.24904461138020548,0.0643843123517845,0.013174586411925239,0.18089951608477522
228,id hop fuse ankle work crocs work await refund great anticipation,0.10925586796549752,-0.06611260960176243,-0.0761099545386889,0.00359401073612185
229,samoan buy men size  heavy set woman wide foot swell still tight narrow way long,0.2860201693265817,0.013982558479394482,-0.05678193020230424,0.1342552517495769
230,perfectionist get bright yellow shoe weird mark like little black speck throughout whole show noticeable weird melt mark bottom,0.14617629483879363,-0.14340984441888244,0.05973137529627763,-0.005248363846804931
231,size woman  normally finally get crocs big think size gonna shrink hot water hopefully work,0.40570747198097795,0.15928141296438933,0.006857854723635787,0.10351214648847139
232,disappoint whole thing,0.09054865975211043,-0.06664120809374796,0.020366290411382115,-0.17138116701373984
233,satisfy crocs disappoint especially since first crocs purchase color arrive dark expect know beforehand buy light color overall comfy tend slip foot,0.2754747162951926,-0.2981815382531723,0.16790204572806167,-0.2920394946474808
234,pretty strictly half size shoe crocs make take chance fit return free sort stick wrong size there nothing wrong shoe way half size review relevant check others instead,0.42517701013671244,0.1369093327878744,0.01359266929631861,0.15367828396392375
235,really size   unlined clog fit pair size  line clog fit squeak apparently unusual probably clog,0.32620814126736386,0.13820538193702592,-0.06715893170511027,-0.0038403489648850667
236,disappoint crocs order size  come small size think help mean wear like barely fit know else always order youall never issue,0.5012476854654512,0.07283214786436758,0.03197297312349136,-0.15708721121368574
237, pair year one ever disappoint firm foam slightly slick notice make china instead vietnam maybe something,0.22469221413546112,-0.08408428597271173,-0.18013907454117997,-0.18523726158900952
238,never go crocs currently still wait refund disappoint delivery person send notification package arrive deliver go check package find send back call tell get refund never get till day like refund back please thank,0.21354157635116144,-0.15286082998937328,-0.007061603648234499,-0.07938687901122869
239,previously buy classic clog crocs white fit perfectly super comfortable one recently buy black style size really small barely fit material feel lot rough hurt foot,0.38575165579969284,-0.0514248892873162,-0.12979444209027582,-0.05221074861850668
240,wear crocs year could pair find narrow make blister comfortable cannot return wear else know uncomfortable without wear poor customer service,0.28255755743443745,-0.24542971491792256,-0.2121010527169884,0.10272515102274685
241,wear crocs freesail clog year love appear long make order shoe wear size b narrow foot wide one average width shoe wide place  toe heel etc  front back small size make difference crocs try make combo shoe men  woman work woman,0.5217253571682553,-0.12807713419160666,-0.24384736782655758,0.13198953831094665
242,get good result give  star give zero star possible,0.11216128109374891,-0.06593321096644177,-0.05889038682635595,0.009048082651500738
243,replace old crocs size fit anymore pair woman size  wear everywhere   year want replace finally hole bottom order size style get foot size  still seem fit little tight old   big go notice label make vietnam rather mexico assume change supplier something know,0.5308955700641927,0.06020994468491725,-0.1442371302663053,0.0351600963182171
244,leave sit sun shrink one half  size,0.22923247190924556,0.16379521827246454,-0.05399559387642305,-0.03789412548763666
245,normally size   decide buy size  stretch reason fit small usual maybe website send wrong size,0.47706042136430465,0.40746185003340973,0.043151368785719714,-0.04743771450398356
246,break within day disappoint,0.08176326299026435,-0.1283746790947823,-0.0693053297147147,-0.10419160480154477
247,come bag box pay money come bag,0.07105282296355729,-0.05592953537939766,0.01383773756932202,0.03954545616702461
248,felt small size ,0.3208670155583897,0.35597038457677765,-0.015938546915609426,-0.03245542682910979
249, inch short size clog buy nordstrom disappoint need black wear thanksgiving day fit custom orthotics fit nordstrom one,0.3495052869595316,-0.012407290852336108,-0.04355414848065177,0.0015527758644925931
250,make rubber soft wear far quickly,0.19062720638331793,-0.17715878133392787,-0.20950480950120082,0.05737798037292901
251,take long ship,0.056522298536158186,-0.025941295762039598,-0.017503852633007345,0.010317893423139293
252,great profile matter country manufacture vietnam indonesia china slightly different   shoe size go  instead  previously buy slightly large  love crocs need get act together people quit buy,0.358115141412487,-0.07080540308822204,-0.07534536942397269,0.020636295271747533
253,item arrive state good fit inner liner  bottom hard prefer,0.11282428946251175,-0.06527612897014554,-0.03333847958150053,0.002092517922594202
254,look narrow crocs wide heel weve see crocs make argentina narrow mark see option width fit nicely,0.21152910490847987,-0.16172702536137315,-0.11178240047313472,-0.012388907822642148
255,large expect get normal size order pink crocs assume woman size huge size  sure could wear,0.42853098244151944,0.14332180304890346,0.01890473913234082,0.01731410798068722
256,look fine size consistent pair replace fit,0.3352161445051914,0.05741055695554993,-0.025008703221480154,-0.11227828327690427
257,look shoe wear shower arthritic foot think crocs perfect little dimplesdots form pattern inside shoe high hard theyre painful send back feel like crocs wish know brand name croc lookalikes try,0.33401118965833715,-0.3908487200589957,-0.05447794680661413,0.015263709756849694
258,look nothing like color display much dark dark sun cant tell brownchocolate,0.17098365326161727,-0.24183905210980863,0.39545968949887406,-0.16765447584737367
259,love old crocs try replace order sizedoes fit seem like size  wear woman mold shortenedthis shoe  short old pair  seem like half size big availabletalking classic cayman disappoint,0.4714262911374312,-0.03685533726090158,0.02727262330853561,-0.022095609799246477
260,love shoe give blister every time wear,0.1822739288737828,-0.19373432549722058,-0.1434634913557128,0.10589169742831171
261,love color size right least  size small,0.3812424791272684,0.2536419629681306,0.17859059441026245,-0.1830689441979657
262,love color like rd pair one shoe felt small,0.3781086249583515,-0.1565677236001331,0.1724486585973597,-0.22665944312675496
263,love color however fit small compare last pair size unable return wear guess purchase online anymore,0.4268563866547469,-0.02143094498859901,0.08188915004442884,-0.06358740595976467
264,love powder blue color however crocs  inch short previous size  order show attach photo disappoint discover color long available time attempt reorder,0.2911379808096876,-0.12109410268150349,0.24506037577800233,-0.2880027856304655
265,make horrible blister foot throw away,0.11792575755070026,-0.19060416012608633,-0.16804170152495543,0.06707614786095834
266,mark men size receive woman size hate company scamming never purchase,0.30467489871618864,0.19761315597597243,-0.005235813142480967,-0.053339178633174354
267,mineral blue subtle delicate color ever see need back,0.1246739945730698,-0.15353810742062993,0.2733796871764675,-0.11356974778770815
268,mostly good however remember old one little bump inside irritate foot make crocs hard put likely buy,0.24027805548254724,-0.23089796685534378,-0.19076033118961463,-0.027306670764023037
269,much large  wide try return via computer difficult give away purchase line,0.21391001414305547,-0.15628813410923148,0.04487961880418104,0.2837094286191019
270,yr old size j get tight size  think order j fit since j year wrong surprise tell toe touch end new pair  size large size  currently notice old one make vietnam new one make china guess make china need order one size long get pair make vietnam customer suppose know whats go fit know country origin shoe come,0.4960519461800362,0.041963609329556645,-0.16194432403785136,-0.06834760372622961
271,crocs never get send house never recieved purchase,0.19410501180914694,-0.14016782222084656,-0.10660230793724143,-0.13413986253719917
272,foot narrow toe jam front croc recommend,0.09811791419651708,-0.1425792255514821,-0.09357703986948952,0.09991978882513176
273,foot start hurt diabetic foot problem get refund,0.1305159998315949,-0.20735582102400432,-0.14295148274129324,0.1065661971702772
274,order cancel without kind reason never receive buy husband loyal customer thrill lack customer service mistake website feel honor,0.16204216718249773,-0.05840298551626637,-0.02481074302509342,-0.13422839096012232
275,order cancel without explanation never receive crocs,0.20875864967687868,-0.07089901451012758,-0.07041827289873602,-0.19208031883303162
276,package rip open strap crocs break,0.13782907208648343,-0.21544811992879503,-0.1879688378646957,-0.09074311523911543
277,shoe beach absolutely total lack color selection  poor show,0.15703167574959784,-0.2365196506619896,0.28772816317312233,-0.11416807803493363
278,size  crocs come sketcher box label sort sketcher shoe size  crocs appear wear follow customer service,0.4089354012722591,0.002529417006193621,-0.1261880513242924,0.02638486547984844
279,son love convenient trendy there already wear hole sole,0.12310686762042448,-0.10667243649925318,-0.10843217495019453,0.05959123352273779
280,son wear time rip,0.11503802682541812,-0.09554136874272318,-0.0963279550066636,0.09502894504281942
281,need narrow buy woman long size hop get good fit luck,0.3236195634256949,0.05557720596572947,-0.019388873472045282,0.08072577489170188
282,never get pair either nd pair cancel customer service never ever reply back answer phone terrible service,0.18579188616185413,-0.10618305071847421,-0.15521174445475194,-0.1364434408758653
283,never buy wow get fake crocs nobody want fix problem call c hang,0.21175194174733045,-0.15364072484917968,-0.11182877284014758,-0.12378376845613177
284,new back strap unadjustable cut old pair adjustable zap strap new long push toe front,0.15749892596960838,-0.15114458475932363,-0.18085193532274105,-0.09123461505186742
285,new pair stamp botton size old pair physically small fit,0.42215338647553174,0.17052039141962055,-0.2196476441889062,-0.18046936244573472
286,support arch big slippery,0.09263163664741837,-0.022787248187945336,0.07022611559457438,0.19183079922564042
287,true ballerina pink slight lilac hue happy color,0.09426979315200704,-0.06158925299498995,0.26086540790662305,-0.18285790896463214
288,comfortable expect get shoe bite strap,0.165307416322202,-0.23459203848870092,-0.10413761743358266,0.07471457056879079
289,comfortable everyone say,0.06610433243876997,-0.08219637775461057,-0.06567970124306405,0.046199194631309115
290,easy slip hop love winter fleecelined pair,0.1823880012633144,-0.08617327334699684,-0.17814052313565476,-0.16204092567145517
291,soft old crocs,0.16817330915025125,-0.10734818862169404,-0.1594717767125916,-0.12617351813674788
292,like crocs buy year remember soft bump feel like walk bed nail push heel support lack good name get idea place push foot toe shoe make uncomfortable without shoe fit fine always use size  crocs pair may last till go probably wear much use wear original crocs know never pay full price,0.46475200982935133,-0.3171575193082119,-0.15634469804942047,-0.029143301174687795
293,comfortable use hour sole foot start hurt,0.10154872204404451,-0.20911097597713446,-0.15305098876811485,0.09630000019846414
294,comfortable durable overprice shameful,0.05066999916004387,-0.10663845436115735,-0.08321493712109265,0.04149171902195368
295,happy customer service refuse give  discount forget enter time purchase,0.10871842920201258,-0.0770183154975704,-0.0731503767661961,-0.03396279402925567
296,happy quality grease croca,0.039322652226643884,-0.040370733054692284,-0.016626896481919312,-0.03644704843646311
297,happy order list line call crock tell come line buy crock issue,0.15515639577557938,-0.014526388767411153,0.04071604816322047,-0.07251144563479117
298,color expect,0.08399615297908025,-0.14460254000106731,0.3538031145575699,-0.2160169828554814
299,correct size original come l  kawaii,0.19784986715816744,0.14176502700844562,0.02695623305817446,0.022458602897776722
300,right size mark size one correct size mark,0.29871459708764,0.286138474814949,0.011758971602325084,-0.015228532018522482
301,crocs year past arch support need crocs get onboard customer really appreciate wellmade croc cheap manufacture process today,0.2070462270326882,-0.15010730755317683,-0.11028040841248588,-0.013655620027309946
302,crocs material felt like soft foam instead top shoe hard sturdy feel like cut scissor know maybe get defective set color cute though,0.26140184962226265,-0.3098389717930966,0.22983967986786008,-0.1429263630415662
303,color picture look brown person still buy tho,0.1778811343398717,-0.19615317405495714,0.32720258127064583,-0.272397995862132
304,soft cloud like foam rubber material past much hard spike foot assume prevent slip inside clog hurt disappoint crocs assume change cheap material save buck lose customer love original clog send back,0.21371738469850746,-0.2332149496332808,-0.04804095893003548,-0.05058127224695929
305,true size small,0.3183852982306896,0.41454754278409317,-0.0008154069183257326,-0.03745814401367211
306,one clog small uncomfortable say size one clearly small,0.3469838729295538,0.2450719737538669,-0.07412308593070523,-0.05616526408004327
307,one croc obviously big,0.17659886927746665,0.014725691658403239,0.10490409760585756,0.16350450745628212
308,one strap one want happy,0.1427195379293466,-0.08149612649687475,-0.08270391623534118,-0.05913285365426536
309,one shoe visible big say eight daughter already wear upset company ship customer,0.23350838501302026,-0.10460168489866822,-0.025718783203382674,0.203550841431056
310,two week strap break side disappoint,0.09693646069888932,-0.16298133250825353,-0.10931995818813081,-0.08694786292936545
311,wear little leave porch melt poor quality,0.10862172633901081,-0.13556358707539082,-0.10586289287505388,0.02873284381438509
312,orange sherbet yellow orange return,0.15848117305304185,-0.13415800589718763,0.28833370019949434,0.4626010011627822
313,order size  regular size small frustrate shoe size,0.6218215947135213,0.5400924906266642,0.02721492586207158,0.01947844133935253
314,order normal size shoe way big wide true size need buy store try first recommend purchase online,0.46183835297916437,0.10948529741445151,0.07376245344302523,0.1974173495463783
315,order size fit size big buy cashapp promotion exchange without get full refund will work,0.3942096533469063,0.1630167945589952,0.05128689739413148,0.09007175030442302
316,order peper color want red crocs actual color receive look pink please color everything else good,0.24858394325573502,-0.23574051017497835,0.4647297133103325,-0.4164979885209786
317,order regular shoe size much big keep since hassle deal online return,0.3718491061938898,0.034043522335360496,0.18919065728534284,0.31376815455570745
318,order size   feel like size  narrow  cant wear,0.3964432783013323,0.09637397680339632,0.11168394739514048,0.01798545267995199
319,order teenage daughter put strap immediately break one side,0.160430352189013,-0.11815678337660315,-0.123943083535783,-0.06759059109853274
320,order two different color shoe size one pair inch small pair contact customer service send picture rep rude,0.42917852769699333,0.02638472568776288,0.009703564137895308,-0.22108094560525837
321,per crocs website suggestion  woman size small toe ready pop front hole clog disappoint consider order sale coupon go inconvenience return reorder high price cool go store make sure  fact good yes good  color store order crocs ill wait see,0.41674420825414954,-0.01952514978659537,0.08436193206990278,-0.11908003108428301
322,perfect work garden leave porch come back two day late get foot leave outside sun,0.14406371142213548,-0.14279387122789686,-0.0999072439191669,0.03179196296087004
323,photo crock black return right crock grey buy zappos  size men  woman  refund purchase try order size  pair walk around house mostly rug new pair hour simply curiously small small previous pair supposedly size see photo thank,0.5258996914682883,0.21707371718837276,-0.06846287498335797,-0.10486363804041143
324,piece junk expensive worth,0.0,0.0,0.0,0.0
325,product fine get annoy survey request,0.1071346297672145,-0.05861951659474237,-0.02324192796758924,0.022887272391097717
326,product good make   anything half good,0.1261108048837467,-0.02258952479045848,-0.03813103731126078,-0.00018280505642063148
327,product great ship horrible,0.072111251915044,-0.0361768845028387,0.0012925361751294651,0.0423602488500602
328,product fine mostly write experience purchase crocscom really bad customer service give false information,0.1138272482959502,-0.07847529343834973,-0.057759835185900346,-0.003407228720918892
329,product say fit true size wear size  sneaker  year wear size  boot buy size  think small good still easily size big wear size  nike asics reebok shoe wear  adidas doc marten boot ask exchange tell possible tell id pay box send bag operator tell problem customer service respond numerous email refund pay pack shoe stay away,0.45851426406800144,0.12740308367701209,-0.046845740932305896,0.1345814740440929
330,purchase teenager wereretrieved mail box shrink la vega heat,0.07723584694689048,-0.04816947547887643,-0.051890316677639124,-0.04390552217318125
331,purchase teenage son wear around house put adjust strap whole strap fell quality crocs great sure purchase,0.18480676861308862,-0.202478200673805,-0.16205139504982846,-0.01479687002408666
332,purchase use end day backpack hike disappoint size chart half size impossible find size guideline regard half size website read many review order size  usually wear size  receive item small suggest order half size company good job size information,0.48892007298951473,0.3870540056338655,-0.005386363852728782,-0.047457909224081746
333,really disappoint croc clog crocs old fit fine pair super wide try sock order  normal size usually  european size shoe say  use strap toe right end size seem shoe reconfigured good thank always zappos awesome fast delivery free return buy shoe boot sneaker exclusively,0.5095734886253717,-0.07915251612553355,-0.085371927337957,0.08176394845701067
334,receive week late tell ship  day order ballerina pink color way purple dark consider look completely different website fit way le comfortable pair,0.2831543057024069,-0.1337069081242831,0.13526227233519017,-0.16266116878033166
335,receive crocs right side small leave side snug  pair size consistent  pair size w fit differently,0.40036997830652493,0.14118384003489012,-0.16267219179491493,-0.15791698658305037
336,recently order upgrade pair boyfriend wear tread pair theyre small literally see grey old croc close inch around new blue one he super disappoint theyre small weve double check size shoe  order almost men woman label men order   fit like  woman,0.47046685778939495,0.0543744273530151,-0.03151555091407641,-0.15631263109645946
337,return figure exchange website big son,0.1546918525905221,-0.023763915141130087,0.17995581712141823,0.30504329965193067
338,return immediately size way order woman size  receive unisex men   woman  way wide woman wear size  shoe woman foot shape differently men really wish crocs could make properly size woman clog design great canoe canoe camp intend use,0.43212756619493764,0.09840814218533105,-0.01821937878004697,0.15117355235055138
339,return way big shoe sure change make much big,0.28307152896990856,-0.10815113884545945,0.18459442152327465,0.4069347249452856
340,return within week good,0.12438719583591873,-0.10495629347490955,0.11048894507877156,0.17863035284556594
341,return much loose sloppy stand prickly insole underfoot,0.13529916214345436,-0.12711945346257522,0.1892489135390626,0.29733699257974927
342,return big choose color ugly army green,0.25965965160171056,-0.17524107746356138,0.6743701407741842,0.2504304051525985
343,return cant stand bump sol hurt foot know order like wide toe though love color,0.2666942079649304,-0.2942604054793295,0.21996877792199981,0.052054412675248254
344,run small woman  wide bottom still fit snug top,0.21775074975205871,0.05134286628930615,-0.05072341518788465,0.07764741248103058
345,run small exchange store get refund tell mail back,0.18986838021582014,0.02853059462650166,-0.023001979623183805,-0.013164985964135217
346,say size  men fit like  men croc pair,0.29754488372272275,0.057765129011073696,0.04939187373377554,-0.04523963601512672
347,search widewidth crocs come wide absolutely wide shoe retuned crocs great shoe company need make wide width pair wide apparently theyre make way anymore,0.3053587453721907,-0.23715138871222727,-0.15448885463158415,0.17362489731690287
348,shoe way small buy woman size  last year fit year order size style small,0.4890352178986585,0.26737840849762295,-0.05158046306564749,-0.018106767899779774
349,shoe true size need full size large,0.3327962148315273,0.2005140044982332,0.03768185490777885,0.19691711788342786
350,shoe small give blister though many people report run large,0.18288286829453443,-0.00938899336000397,-0.06265515349043582,0.0864434836224013
351,shoe loosen big expect,0.1694001270813194,-0.08885457524890164,0.126259619869242,0.2651455335932778
352,size  run large one order  year,0.32003316412157734,0.15363412564460657,-0.014405130299680262,-0.0015788683305069835
353,size different crocs,0.3811581101092387,0.13832733863748942,-0.06928454848499373,-0.1043293226598085
354,size son wear size   men pant extremely big,0.387305045962313,0.26290561112842087,0.06226700020470081,0.22977999497442925
355,size whole half inch short  inch narrow old one order exact style size already size mw small get foot way ill try order large size color want back stock worth note might need size use original classic crocs,0.5334763458089533,0.1857355887311815,0.021773587006873867,-0.029938124426166307
356,size way stick shoe big need woman  shoe never wear,0.39440889400541634,-0.024217397479856247,0.03400880832250037,0.3559807583403465
357, star great color bad quality control purchase army green classic clog take  crocs huge bring back local store check make sure order men clog woman clerk agree way big size someone say depend madesome make china mexico vietnam need good quality control crocland store color boo exchange hot pink pair course buy white pair,0.42052734744104814,-0.09666359343312268,0.08080968907221756,-0.13611770242631718
358,disappoint order size last purchase large order size small small  disappoint,0.45155887067270845,0.2968047088563315,0.020652568501648323,-0.1744049285260223
359,know never show spend week try get refund zappos make sad use,0.16327980200961306,-0.14473423085279286,-0.07945576453542388,-0.056797506748300516
360,like many people say thing shrink leave mine car sure there fine print warn need put giant sign shoe warn shrink one read tag shoe like sock baseball cap put go,0.2146506534542621,-0.17833941960408514,0.027899502848952422,0.059187702514881896
361,sorry say comfortable crocs purchase  wear little waterpark go waterpark  year age  start trouble foot swell pull crocs since loose foot doctor want get large pair order feel good foot old one show sign wear change material maybe,0.38628754686029965,-0.30761233203817934,-0.2555196578466006,0.014638794075469003
362,strap come loose first day son wear disappoint last  hour waste money crocs purchase offbrand one seem last long,0.22195926385276243,-0.17159463137353959,-0.1237844123576516,-0.06358414008183402
363,super comfy color look dull,0.14233402532349965,-0.24302125897931298,0.4992394141921355,-0.35130410586471417
364,terrible product  design replace least yearly second pair past two year first get loose comfortable pair shrink throw away within year time keep sun use shrink anyway plan failure customer buy new pair every year ill never buy pair crocs,0.3108782165469626,-0.13980435735659144,-0.24250516384818324,-0.1834003951778441
365,sport strap miss button side niece take whole thing flap around,0.06427536985334119,-0.10966561318040913,-0.09071579673426289,-0.012379074192203018
366, crocs order small narrow previously buy store good order style size  order small end return,0.4478600944175095,0.17103796633925078,0.024781709772284877,-0.06101503104481927
367,fresca color order come completely different shade,0.22027406743956013,-0.09812972403671075,0.32945852650277935,-0.23353601898632367
368,unisex size way size  woman crocs size  unisex size long wide,0.501034175071259,0.3647633187241306,0.0005884624241168385,0.09181454928407992
369,advice crocs website advise size half size work receive small,0.385709063703372,0.30230117049878596,-0.04490637897735133,-0.07936895843107603
370,baby pink one order much wide big blue one order mustve send really wide pair something cause blue fit pink one huge  mark size,0.3201618218068498,-0.0158911118276821,0.08079342032313327,-0.019645813308102212
371,back right foot little stretch fit comfortably,0.17275456699919822,-0.16309355733416803,-0.10448041043758688,0.06551306421334839
372,classic clog comfortable baya clog,0.1067850042742791,-0.045456299446002914,-0.07670258839229299,0.007715490716565665
373,clog small need return next size,0.32083626333549886,0.20184667557541158,0.1042351647353917,0.20552132257387232
374,color  false receive product color way always order crocs far disappoint disappointment disappoint color choice nowhere near picture,0.2699539684219395,-0.1843009536220317,0.40243750062104283,-0.3831992437354664
375,color lovely easy heel high hip low back kill first hour relegate aftermyshower shoe,0.18364145080250452,-0.24347137323570595,0.23393944667856786,-0.11589461685606472
376,color color want huge know fit way get size crocs first time order croc store fit huge,0.3546294512525729,-0.10347284116327288,0.19936344319964622,-0.15680634789799971
377,croc purchase come wear bottom dirty top scruff product brand new,0.1620669811077898,-0.10431713522097272,-0.05991190096527089,0.026612526802340483
378,crocs great one shoe seem big,0.2803737826801174,-0.11224272576552757,-0.01081671982020707,0.13980086300180064
