id,review,date,rating
croc_review_666,"Doesn't begin to compare with previous Crocs I've purchased. Made in different country. Too large, especially the heel. Quality felt cheaper. If this is what will be offered from Crocs, I will NOT purchase again. I have returned them.","April 27, 2021",1.0
croc_review_667,Doesn't feel as good as a previously purchased pair.,"July 11, 2021",2.0
croc_review_668,Doesn't make my feet smell at work.,"July 5, 2021",5.0
croc_review_669,"Dog begged me to buy these for her dad; he loves them. He is typically a 10.5 but has a thin foot, so we started with an 11 but ended up returning for a 10 so that he can wear them on the boat without fear of them flying away. I have already stolen them, so I purchased my own so he can enjoy his father's day present in peace.","July 7, 2021",5.0
croc_review_670,"Don't be fooled with Crocs' zero hassle return policy. We wanted to exchange these Crocs for one size bigger and went to the Mall of America Crocs store. We were told because we got them at a discount price at the Crocs online store, we would have to pay a $19.99 difference for this pair. Absolutely ridiculous that we can't exchange for a different size at the Crocs Mall of America store. It's a Crocs store.","November 6, 2022",1.0
croc_review_2107,I don't know how I walked around at home without them all this time!,"April 26, 2021",5.0
croc_review_671,Don't let anyone tell you crocs aren't cool! Crocs are the best!,"April 18, 2022",5.0
croc_review_672,Don't like the little knobbies on the inside of the shoe.,"October 16, 2022",2.0
croc_review_673,Don't really like them. Big clokey looking for a woman. Ordered a pair before real nice doesn't look like these. My daughter bought me a pair in Florida or Mexico last week that look better for a woman.,"June 5, 2022",1.0
croc_review_674,Downsized a bit in the unlined style. But all went well.,"October 3, 2021",5.0
croc_review_675,"Due to their comfort, they are the go-to shoe.","July 7, 2021",5.0
croc_review_676,"Durable and comfortable, it cleans up well with shaving cream.","June 28, 2023",5.0
croc_review_677,Durable and comfortable. I love it! I will definitely purchase again.,"October 18, 2022",5.0
croc_review_678,Durable and might need occasional cleaning,"May 2, 2021",4.0
croc_review_679,"Durable, although grey is not terribly exciting, I can wear these out and about, and my feet never hurt.","October 22, 2021",5.0
croc_review_706,Every day use. Durable. Believe they are OVERPRICED.,"August 24, 2021",4.0
croc_review_680,Ease of ordering from start to finish,"November 29, 2021",4.0
croc_review_681,Ease of wear two different ways. Unsurprisingly comfortable. Nice bright colors. I own two pairs of classic ones. It's easy to clean.,"December 11, 2022",5.0
croc_review_682,Easter gift for Grandson. He loved them.,"April 8, 2021",5.0
croc_review_683,Easy and comfortable slip-ons for around the house and around town.,"August 31, 2021",5.0
croc_review_684,Easy and fast. The exact color my child wanted.,"August 4, 2023",5.0
croc_review_685,"Easy buy, quick delivery, and a family favorite. Just wish your company sold gummy worm jibbitz!","December 16, 2021",5.0
croc_review_686,"Easy on and off, but little knobs on the inside aren't the best feeling. I probably should do away with them. I wouldn't buy again if the insole isn't changed.","August 4, 2021",3.0
croc_review_687,Easy on and off...comfortable for all day standing...kept my feet cool.,"January 7, 2022",5.0
croc_review_688,Easy on off and comfortable. Wear them all day long when gardening.,"July 9, 2023",5.0
croc_review_689,"Easy on, easy off, but with support.","November 29, 2021",5.0
croc_review_690,"Easy order, came quick. However, the shoes were WAYYYY too big. I usually wear anything between a 9-10 in men's and assumed I should get a 10 since I also had some flip flops that ran kinda small for size 10. The shoes came and looked like size 12-13. Like I said WAYYYY too big. I was planning to return them, but the way you have to return them costs as much as the shoes, so now I'm stuck. The product is great, but don't think you can return it easily and don't think it'll fit.","May 28, 2021",1.0
croc_review_691,"Easy ordering, fast shipping, and an amazing product.","July 5, 2021",5.0
croc_review_692,Easy ordering. Quick shipping. The color of these crocs are beautiful!!,"November 24, 2022",5.0
croc_review_693,Easy purchasing experience. Quick delivery. No problems.,"December 2, 2021",5.0
croc_review_694,"Easy slip on, comfortable and great feeling!!","April 6, 2022",5.0
croc_review_5022,It is easy to put on and good to play outside in and rinse off if you get dirty.,"April 20, 2021",5.0
croc_review_5023,"It is easy to slip into, but they stay on my feet.","September 2, 2023",5.0
croc_review_5024,"It is easy to slip into, light weight, nice and very comfortable.","April 6, 2022",5.0
croc_review_5026,"It is easy to slip on, and I wear them with everything! Plus, they are so comfortable!","April 10, 2021",5.0
croc_review_5025,It is easy to slip on for a trip to the mailbox or garden and is easy to keep clean.,"January 6, 2022",5.0
croc_review_5028,"It is easy to wear, lightweight, and breathable.","January 6, 2022",5.0
croc_review_5029,It is easy/comfortable to slide on and run around in (well maybe not literally) no matter where you are going.,"May 31, 2021",5.0
croc_review_695,"Either these are stamped with the wrong size or Crocs have changed their sizing. I got the same size as all the other Crocs I've always worn, and I was swimming in them. Oddly enough, I got another pair in a different model, and they are about a size too small. Frustrating that Crocs isn't consistent with sizing.","November 14, 2012",5.0
croc_review_2121,"I ended up having to rebuy my son these crocs again cause both straps broke off his last pair. He'd been wearing them less than 90 days but since I bought them in the spring and kept them in the closet until summer, I wasn't able to return them and use the warranty, which really sucks.","September 3, 2021",3.0
croc_review_696,Enjoying my new replacement pair of the Classic; I love the bright blue color.,"April 23, 2022",5.0
croc_review_697,"Even going to a size above normal, these are too tight to wear wasted money. Poor experience","October 31, 2021",1.0
croc_review_698,"Even though these are the color and size I wanted, the left shoe was waaayyyyy bigger/wider than the right shoe. I even tried to get a pair at Journeys, and they had the same issue. Is it a lime green color issue?","May 8, 2021",2.0
croc_review_699,"Even though they are the ugliest, they are the most comfortable! Love my Crocs!","May 23, 2021",4.0
croc_review_700,"Even with swollen feet, the size 12 is too big. They did not have 11 or 11.5 U.S. in stock. I ordered hoping they'd have an adjustment. They do not.","March 25, 2022",3.0
croc_review_701,Every Croc is great at trying to get all the colors.,"April 2, 2021",5.0
croc_review_703,"Every day at home, so comfortable","April 28, 2021",5.0
croc_review_707,Every day wear. Great walking. Great comfort.,"March 14, 2023",5.0
croc_review_710,"Every time I buy Crocs, they are always amazing.","April 7, 2022",5.0
croc_review_711,"Every time I get a new pair, I fall in love! Lol Super comfy and super cute!","January 21, 2022",5.0
croc_review_712,"Every time I take a step, it makes a weird noise, and since my office is super quiet, everyone knows I'm up and about. It's very annoying.","April 26, 2021",3.0
croc_review_713,"Every time you send me a discount code, my shoes are always out of stock. After the code expires, are the shoes available? What a croc of crap! You blow!","May 25, 2021",2.0
croc_review_714,"Every year for Christmas, I get my kids a new pair of crocs. New color this year. Christmas stuffing stocker","November 29, 2021",5.0
croc_review_702,Every day around the house. Comfortable and easy to slip on.,"June 2, 2021",5.0
croc_review_704,"Every day for over a week, a different pair.","February 24, 2022",5.0
croc_review_715,"Everyday general wear, namely to slip on when I go outside. Comfy; easy on / off. Great for summertime. The color is nice.","May 6, 2021",5.0
croc_review_716,Everyday life! Basic need! Great fit.,"June 30, 2021",5.0
croc_review_717,"Everyday shoes, house, garden, shopping, etc.","July 5, 2021",5.0
croc_review_718,"Everyday usage. Love the color, love the fit, and love the price.","December 15, 2022",5.0
croc_review_719,Everyday use ; be making my fits simple yet fire.,"November 29, 2021",5.0
croc_review_720,Everyday use is comfortable and stylish. I recommend it.,"July 11, 2021",5.0
croc_review_708,"Every day, I use a comfortable fit and perfect color for my outfits.","July 15, 2021",5.0
croc_review_721,"Everyday use, inside and outside of the house.","October 7, 2021",5.0
croc_review_722,Everyday use; perfect for sliding on and going.,"August 11, 2022",5.0
croc_review_709,"Every day, around the house use. I love em","October 26, 2022",5.0
croc_review_723,Everyone is thrilled with their Crocs and Jibbitz!,"October 20, 2022",5.0
croc_review_724,Everyone should own a pair of these!!,"January 1, 2022",5.0
croc_review_726,Everything about this croc is great!!!,"May 29, 2021",5.0
croc_review_727,"Everything arrived as expected. The color is exactly as in the picture, and it's the classic Crocs clog, so I'm taking no risks here.","August 5, 2023",5.0
croc_review_728,Everything is awesome about the classic crocs. They are very comfortable.,"April 26, 2021",5.0
croc_review_729,Everything is good for daily wear. So comfortable.,"November 16, 2022",5.0
croc_review_730,Everything is great about this product; I love it.,"July 19, 2021",5.0
croc_review_731,"Everything is perfect. Prices are a little bit high just for a Croc with jibbits. The jibbers are a little bit over priced, but the shoe overall is amazing. Love it","April 13, 2021",5.0
croc_review_725,Everything about them was perfect! So comfortable.,"February 6, 2022",5.0
croc_review_732,Everything was perfect from order to delivery to the actual shoe.,"May 31, 2021",5.0
croc_review_733,Everything went well with my order.,"May 17, 2022",5.0
croc_review_7307,The exact color I expected was very nice.,"October 31, 2021",5.0
croc_review_734,"Exactly as advertised - super cute color (pistachio green). First time Crocs buyer - realized being barefoot all the time while working from home isn't great for your feet! Sized up to a 9 (typically 8.5 in shoes with socks) fits perfect; think my normal size would have resulted in being right at the edge of the clog w/ socks. Great deal for the “off” colors, almost half price!","January 19, 2022",5.0
croc_review_735,Exactly as pictured and very comfortable.,"November 24, 2021",5.0
croc_review_736,Exactly what I expected it to be.,"April 10, 2022",5.0
croc_review_737,Exactly what I expected when I ordered them; quick delivery.,"April 27, 2021",5.0
croc_review_738,Exactly what I expected. No disappointments.,"January 24, 2022",5.0
croc_review_739,Exactly what I hoped for. Comfortable shoes with good support.,"February 11, 2022",5.0
croc_review_740,Exactly what I needed and wanted. It’s the perfect fall color and a great addition to my collection.,"August 12, 2022",5.0
croc_review_741,Exactly what I ordered came sooner than expected. I even ordered a second pair.,"December 2, 2022",5.0
croc_review_742,"Exactly what I thought they would be. A different color than I ordered, but still great.","May 25, 2022",5.0
croc_review_743,"Exactly what I wanted, but very overpriced.","July 28, 2021",4.0
croc_review_744,Exactly what I wanted. You guys are awesome!!!,"December 17, 2021",5.0
croc_review_745,Exactly what I was expecting! I love them!,"July 18, 2023",5.0
croc_review_746,"Exactly what I was looking for. With a bad hip and sciatica, the softness of the Crocs offers more buoyancy than other shoes.","May 1, 2021",5.0
croc_review_747,"Exactly what they should be, and she loves them!","July 11, 2023",5.0
croc_review_748,Excelente producto. Color igual a la foto.,"February 18, 2023",5.0
croc_review_749,Excellent customer service and fast delivery!,"October 6, 2021",5.0
croc_review_750,Excellent fit! Very easy on the feet! I highly recommend it to everyone!,"February 22, 2022",5.0
croc_review_751,Excellent fit. True to size and comfortable.,"July 5, 2021",5.0
croc_review_752,"Excellent for knocking around, very comfortable. What I do not care for is my feet sweat a lot in them, and they make a squeaky noise when I walk in them.","July 13, 2021",5.0
croc_review_753,"Excellent for walking my dogs early in the morning, so I don't have to get dew from the wet grass all over my feet, as is the case with conventional open toed sandals.","September 18, 2021",5.0
croc_review_754,Excellent for walking the dogs and quick trips in the car! So easy to clean and fit perfectly.,"October 5, 2022",5.0
croc_review_755,"Excellent product at a great value. These were a replacement for a pair that I had worn so long that they were no longer usable. Not only are they a great buy, but Crocs was very helpful with securing a replacement when we discovered a sizing error on the first pair they sent. I am one happy customer.","August 19, 2023",5.0
croc_review_756,Excellent product; I really love it!,"May 27, 2022",5.0
croc_review_757,Excellent service and my Crocs. I love them so much.,"May 7, 2023",5.0
croc_review_758,"Excellent service. Had to exchange for a different size, and the service was excellent.","October 3, 2011",4.0
croc_review_759,"Excellent shoes, and I love the color!","October 23, 2022",5.0
croc_review_760,"Excellent, my sons love these shoes. They are very durable & comfortable.","September 26, 2021",5.0
croc_review_761,Excellent. They are very cute and comfortable. They are very easy to clean. They are easy to put on and off. My bursitis in my legs has improved by wearing them.,"September 4, 2022",5.0
croc_review_762,"Exchanged for a different color, but always a great classic, have them in multiple colors.","February 21, 2023",5.0
croc_review_7308,"The experience was fine. They are for my daughter for Christmas, so beyond a quick delivery, I can't share much else. She wanted whites, and that is what I got.","December 4, 2021",5.0
croc_review_772,Extremely comfortable. I wear it everywhere.,"August 6, 2021",5.0
croc_review_763,Extremely comfortable and easy to clean.,"May 29, 2022",5.0
croc_review_764,Extremely comfortable and easy to clean. And the colors are really cute.,"August 10, 2021",5.0
croc_review_768,"Extremely comfortable, definitely a must have. I purchased this as a gift...","April 25, 2021",5.0
croc_review_765,Extremely comfortable for indoors and out.,"April 18, 2021",5.0
croc_review_766,"Extremely comfortable shoes for wearing around the house. Not particularly good for outside since they have holes which would let in rain or dampness. Particularly good if you're standing on your feet doing things like cooking or chopping. I usually wear a wide pair, but these worked great. I love 'em.","August 31, 2011",5.0
croc_review_767,"Extremely comfortable, I wear them when I walk my dogs and around the house. 10/10 recommend them.","October 4, 2021",5.0
croc_review_769,"Extremely comfortable, great pair of shoes for around the house!","March 28, 2022",5.0
croc_review_771,Extremely comfortable. Easy to get on and off. Really nice.,"March 7, 2022",5.0
croc_review_8060,They are extremely comfortable. I wear them everywhere!!,"March 31, 2021",5.0
croc_review_770,"Extremely comfortable, weather resistant, and easy on and off.","May 8, 2021",5.0
croc_review_773,"Extremely comfy, I was looking for a new pair of slippers for daily use, and I'm incredibly happy with my purchase.","August 10, 2021",5.0
croc_review_8241,They fit great and are very comfortable.,"September 10, 2021",5.0
croc_review_774,Fantastic benefits for my sore tendons!,"October 1, 2021",5.0
croc_review_775,Fantastic color Wide and airy fit No lace technology Great price,"October 10, 2021",5.0
croc_review_776,"Fantastic fit, comfort, and arch support","July 7, 2021",5.0
croc_review_777,Fantastic just to slip on easily and run outside.,"August 31, 2021",5.0
croc_review_778,"Fantastic shoe, super comfortable, and an overall easy to slip on and go shoe.","July 20, 2021",5.0
croc_review_780,"Fantastic. I will buy again for my brother, and thank you for the discount.","April 10, 2022",5.0
croc_review_781,Fantastic. Need to buy more colorzzzz.,"January 7, 2022",5.0
croc_review_779,Fantastic. I really enjoy my crocs.,"March 29, 2023",5.0
croc_review_782,"Fast Shipping? My order arrived at lightening speed! Within 24 hours, the order was placed, shipped, and received-all the way from the East Coast to the West Coast! Wow! The product itself, Classic Clogs in Army Green, are exactly as described and the perfect compliment for camo colored pants, shorts, skirts, and capris. I wear a size 8 (women) and prefer a wide width. The fit is comfortable. Now, I think I need to log back into the app and order additional pairs in more colors!","May 21, 2022",5.0
croc_review_783,Fast and just what I ordered.,"December 20, 2021",5.0
croc_review_787,Fast shipping! Very comfortable! Wear everyday! I LOVE THEM! I would buy this product over and over again!,"July 8, 2022",5.0
croc_review_784,Fast shipping and a perfect fit for my son!!,"July 5, 2021",5.0
croc_review_786,"Fast shipping and, as always, I love them!!","March 20, 2021",5.0
croc_review_785,"Fast shipping and great quality! This was a gift, and my boyfriend loved them! It's his first pair, and I'm glad he loved them and that they arrived on time. A perfect gift!","April 4, 2022",5.0
croc_review_788,Fast shipping!; it came within a week!!!,"December 9, 2021",5.0
croc_review_792,Fast shipping; I love these shoes!,"May 13, 2021",5.0
croc_review_790,Fast shipping. A great go-to shoe for anyone.,"April 15, 2021",5.0
croc_review_791,Fast shipping. Great product. Thank you!,"May 12, 2021",5.0
croc_review_793,"Fast, efficient delivery. Great fit and so very comfortable. I will most certainly purchase more crocs in the near future.","June 2, 2021",5.0
croc_review_794,Father's Day gift. I liked the army green.,"July 1, 2022",5.0
croc_review_5823,My favorite color Crocs I own. It goes with everything!,"September 25, 2022",5.0
croc_review_795,Favorite shoes! Comfortable yet supportive yet stylish 10/10 in my heart!,"July 20, 2023",5.0
croc_review_8225,They feel excellent and look great! They fit true to size and are really comfortable.,"August 3, 2021",5.0
croc_review_2130,I feel good. Waiting for the next order.,"November 4, 2022",5.0
croc_review_2129,I feel good on my feet. It's easy to slip on and off.,"October 8, 2021",5.0
croc_review_2131,I feel great on and am perfect for working in my flower beds.,"July 6, 2022",5.0
croc_review_4940,It feels good on my feet. I love having a comfortable slip-on shoe.,"May 24, 2021",5.0
croc_review_796,"Feels great and light. However, it is a little tight on my feet. Maybe I should've gotten the wider version.","April 3, 2021",5.0
croc_review_4941,"It feels great! The manufacturer recommends that you order Crocs a size or so smaller than you order a dress shoe. That was not the case in my case. I wear a 7D in a dress shoe and a 7 in Crocs Cayman fits great. I initially ordered a 6 and sent it back. A couple of days later, I received my size 7 Crocs Cayman. I'm very satisfied with the shoes and with the process of getting them just right.","May 10, 2006",5.0
croc_review_4943,It feels like I'm walking around barefoot. These Crocs go with all my lounge outfits and are so convenient! Perfect to just slip right into. I'm gonna snag myself a few more colors!!,"November 13, 2021",5.0
croc_review_4944,It feels like walking on heavenly clouds while being kissed by butterflies.,"May 22, 2021",5.0
croc_review_797,"Feet do get sweaty, but overall, they're comfy and good to wear in the rain.","May 2, 2023",5.0
croc_review_798,"Feet had swollen, which made it almost impossible to obtain footwear. The Crocs are great. Had to buy a size three times my normal shoe size. By the time the Crocs arrived, my feet had shrunk, making the Crocs a little loose - - - without socks. They still made it possible for me to go places.","December 19, 2021",5.0
croc_review_799,Fell apart before I could get these out of the box. Extremely uncomfortable after a 5 minute ride... not recommended.,"February 11, 2012",1.0
croc_review_800,Fell in love with my crocs as soon as they were on my feet. Sweet relief from warehouse work.,"June 11, 2022",5.0
croc_review_2136,"I felt a tingly dissolve of pain crawl up my foot, leg, and back the moment my foot hit ONE shoe! I'm sad to take them off for any reason. All I can say now is that I wish I hadn't waited so long (several years) to try them. I prefer the fit as a true size 7 when the heel strap is up over the bridge of my foot. When the heel strap is back behind my heel, it takes about a half size off the shoe, causing my toe to touch the front edge. I prefer space, and if you're like me, you may want to consider this when choosing your size. The way the shoe is built, however, the heel strap is not necessary, as my foot holds securely in place without use of the strap. Happy walking (or standing or sitting).","June 3, 2021",5.0
croc_review_4948,It felt perfect right away. I love these white ones because they go with everything.,"September 22, 2022",5.0
croc_review_4949,It felt smaller than the one I had ordered a few years ago.,"June 29, 2023",5.0
croc_review_801,"Finally got a pair. Originally, I wanted the Baya, but it was out of stock, so I got the Classic. Why did I wait so long? It was a great fit and very comfortable.","January 18, 2022",5.0
croc_review_804,"Finally, I got my bf a pair of crocs! He actually likes them and says they're comfortable. He wore them the first day they arrived and had no complaints. He's already going to get a second pair!","January 21, 2022",5.0
croc_review_802,"Finally got on the croc craze; I definitely got it now. They're quite comfortable and spacious. I have a flat feel on unfortunately, so they are great for that. Provides support where I need it. Also, super light weight.","November 1, 2021",5.0
croc_review_805,"Finally, I got them after an unreasonable amount of time. Something went wrong in the processing of the order. I have never had a problem like that before.","July 2, 2023",5.0
croc_review_807,"Finally, purple Crocs in men's sizes. Thanks for listening. The Classic Clog never disappoints.","July 22, 2021",5.0
croc_review_803,"Finally! My ""PEPPER"" color CLASSIC CROCS! Now I can switch my lined ""winter"" CROCS to spring/summer/fall! And at such a significant savings!","April 8, 2022",5.0
croc_review_806,"Finally, a shoe I can wear other than my diabetic shoes with orthotic inserts! Sometimes I just need my feet to breathe, or am wearing a dress and need something other than my stability walkers. So glad these fit and feel so good.","July 20, 2021",5.0
croc_review_808,Fine product. Nothing like the classic clog.,"August 26, 2021",5.0
croc_review_809,First Croc but definitely not the last one. I love it.,"July 8, 2021",5.0
croc_review_810,"First buying through the website, I love the discount.","January 7, 2022",5.0
croc_review_811,"First of all, I love Zappos! These shoes are comfortable and perfect for the summer. I usually use them around the house and in the garden. They are easy to rinse off after being outside, never get stinky, and are a nice break from flip flops. I have never almost slipped in them on the patio as can happen with flip flops.","June 28, 2011",5.0
croc_review_813,"First of all, I love my new Crocs. They are so cute and very comfortable. In addition, the service at the store was really good. I was greeted immediately, the salesperson showed me what I wanted, and gave me the space to shop in peace.","October 5, 2021",5.0
croc_review_812,"First of all, I love Zappos... Crocs fit my son perfectly. He wears a size 9, and I purchased the size 9. He even has a 'bit' of room at the end for growth. Thanks again.","June 27, 2012",5.0
croc_review_7311,"The first pair I have bought, and I like how nice they fit and feel.","July 28, 2021",5.0
croc_review_7312,"The first pair I've ever owned. Got my husband a pair too, and we both love them. They are super comfortable and easy to clean (we live on a farm so we get a lot of mud whenever it rains). I love all the color choices as well.","April 2, 2021",5.0
croc_review_7313,"The first pair I've owned, and I love them. I suffer with foot pain, and these really help. I will be purchasing additional pairs.","February 7, 2022",4.0
croc_review_7320,"The first pair, and I love them! So comfortable!","December 3, 2021",5.0
croc_review_816,First pair of pants ever. Love the color. Very comfortable.,"May 1, 2022",5.0
croc_review_814,"First pair for my husband & so far, he loves them.","March 29, 2021",5.0
croc_review_7316,"The first pair of Crocs, and I absolutely adore them! Unbelievably comfortable and lightweight. I bought the spooky Halloween jibbitz pack along with the Crocs, which I also love! I get compliments every time I wear them.","September 27, 2022",5.0
croc_review_5878,"My first pair of Crocs, and I'm in love with them. So comfy! I'm going to wear them to Disney tomorrow!!!","July 15, 2022",5.0
croc_review_7315,The first pair of Crocs for me with this purchase. A comfortable shoe.,"August 29, 2021",5.0
croc_review_5871,"My first pair of Crocs for me. The fit is great, and they are comfy to wear.","October 28, 2021",5.0
croc_review_7314,The first pair of Crocs fell in love!,"July 22, 2021",5.0
croc_review_815,"First pair of Crocs. Comfortable and durable. Tried on a pair at the store, and they ran small. Got these from Crocs, and they're a bit bigger. Same size, just a different fit!","September 3, 2021",4.0
croc_review_4433,"I was the first pair of crocs in my life, and I was skeptical about them, but I am a believer now. These are so comfortable to wear while standing for long periods of time.","May 29, 2021",5.0
croc_review_7318,The first pair of crocs I'm ready for another. These are so comfortable.,"May 8, 2021",5.0
croc_review_5882,My first pair of crocs I've had. I've been wearing knock-off crocs my sister gave me. I'll know more about my originals tomorrow after wearing them most all day.,"February 28, 2022",5.0
croc_review_5889,"My first pair of crocs, and I can't say enough good things about them. I Will definitely be ordering more.","May 12, 2021",5.0
croc_review_5869,"My first pair of Crocs and can't believe I waited this long. So comfortable, especially around the house or to run errands.","April 26, 2021",5.0
croc_review_5892,"My first pair of crocs, and now I do not wear any other slippers! I used these as house slippers and when I'm running a quick errand. Love them.","March 22, 2021",5.0
croc_review_5884,"My first pair of crocs bought, and I absolutely love them! Great for work, causal wear, or on the beach. I will definitely be buying them again in a different color!","May 25, 2021",5.0
croc_review_7319,"The first pair was canceled, so I ordered another pair anyways. Glad I did!","April 13, 2021",5.0
croc_review_817,First pair! Bought to keep at the back door to slip on so I don't go outside in socks. Love them and wear them all the time. Love that you can rinse them off.,"November 4, 2022",5.0
croc_review_819,First time Croc owner. The shoes feel very comfortable and I can't wait to enjoy them this summer.....,"May 6, 2021",4.0
croc_review_820,First time Crocs owner here. I wear them all over! It took me a minute to get used to all that supportive softness that feels like walking on a cloud! I love them and will be adding more soon!,"May 23, 2021",5.0
croc_review_7321,"The first time I bought these, and I am obsessed. Yea, they look funny, but my middle schoolers told me it is the cool thing now, and THEY ARE SOOOOO COMFY. I have really flat feet, and these make me feel like I am walking on clouds and I can conquer the world. Definitely recommend them!","April 28, 2023",5.0
croc_review_7322,"The first time I tried them on, and I loved them already. They don't make my feet and knees hurt like the other sandal brands do. I'm able to walk around all the time without any pain.","July 21, 2021",5.0
croc_review_821,First time buyer here with a gift for my husband. He was hesitant to keep them but now wears them constantly! They are great!,"July 13, 2022",5.0
croc_review_822,First time buyer. Very comfortable. Never thought they would be this comfortable. Will purchase again.,"October 21, 2022",4.0
croc_review_823,"First time buying a pair of Crocs, they are for my teenage son. I like them, but they're a little pricey.","December 10, 2021",4.0
croc_review_825,First time buying crocs... my daughter really loves them.,"March 26, 2021",5.0
croc_review_824,"First time buying crocs, well worth it, and they're really comfortable. Good to drive in as well once you put into all wheel drive on your crocs.","July 5, 2021",5.0
croc_review_5903,My first time buying crocs. My daughter loved them. So comfy.,"March 8, 2022",5.0
croc_review_818,First time Croc buyer. It's so comfortable that I haven't worn shoes since it came in the mail. Definitely will be buying more.,"April 20, 2021",5.0
croc_review_826,First time ever owning crocs. They are comfortable.,"September 20, 2021",5.0
croc_review_827,"First time having Crocs, and they are very comfortable. I'm ready to buy different colors and styles.","May 29, 2021",5.0
croc_review_828,"First time ordering crocs online though, it wouldn't fit me. I'm a size 9. I Oder a size 8 in Women's sizes fit perfectly, but if you want more space, I recommend you to get a 9.","February 13, 2022",5.0
croc_review_829,"First time owner of Crocs, so far, I am pleased.","October 18, 2021",5.0
croc_review_5132,"It was my first time owning a pair of Crocs, and I don't know why I waited so long. My husband had them previously, however, I wasn't sure about the looks of them. Now that I am getting older, I realize the importance of a comfortable shoe and should have bought them years ago. Also, the customer service has been great. My order was originally shipped to the wrong address (my fault), and they sent me a new order at no additional charge. I will definitely be ordering more in the future.","April 2, 2021",5.0
croc_review_831,"First time purchasing crocs, and I love them so much! They are so comfortable and light!","October 1, 2021",5.0
croc_review_832,"First time purchasing crocs, and I'm in love. Extremely comfortable.","July 16, 2021",5.0
croc_review_833,"First time to order from Zappos and own Crocs. Very pleased with the order process, free shipping, and price was the best. The Crocs fit perfectly. Couldn't find them in my size 15 in any stores. Delivered when promised. I will use Zappos again.","June 6, 2012",5.0
croc_review_7323,"The first time trying on Crocs, they were very comfortable. I actually kept them in all day. To the grocery store, cooking dinner, and just relaxing.","April 26, 2022",5.0
croc_review_834,"First time using Crocs, still getting used to them. However, I do think the cross-strap is a little flimsy, but I think this applies to all Crocs.","September 13, 2021",4.0
croc_review_835,"First time wearing Crocs, and I must say, they're more comfortable than I thought. It is like walking on a cloud.","August 31, 2021",5.0
croc_review_836,First time wearing crocs. Felt a little uncomfortable when I first wore them without socks because the bumps rubbed my feet. Much better with them.,"October 17, 2022",4.0
croc_review_837,"First, I hate shoes. But these ugly (let us be truthful) Crocs are a blessing. I've tripped over my beloved flip flops, fallen off clogs and broken my foot, tripped over a throw rug and sprained my toe while barefooted. These Crocs are comfy, air-conditioned, and protect my feet. I can't fall off them, they're light weight, and the strap keeps them securely on my foot. Love them!","May 25, 2021",5.0
croc_review_17,"A full pair of crocs, received as a gift. The fit was perfect, roomy enough to wear socks. Love that you carry a size 16.","June 25, 2022",5.0
croc_review_838,Fit and look exactly as I wanted them.,"November 16, 2021",5.0
croc_review_839,Fit and size was fine. Regular croc material. Good purchase; they just fit larger. I'm sure the smaller size would be too small.,"September 1, 2022",5.0
croc_review_840,Fit and size was good. It feels good on the foot.,"September 17, 2021",5.0
croc_review_7329,"The fit and size were great, and I wear them all the time around the house.","January 2, 2023",5.0
croc_review_841,"Fit and size were great for my wide feet; I wish they had half sizes. The inside sole has a rough surface (with little knobs) that bothers my feet. I won't buy this version again, but it might be great for someone else.","April 12, 2022",3.0
croc_review_842,"Fit and sizing are true to size. Comfortable, but the interior sole is not smooth - not uncomfortable but takes a little getting used to.","June 28, 2021",5.0
croc_review_843,"Fit as expected of my normal size. Bought as a replacement for a pair of crocs I have owned for years. However, I wore away the tread completely.","November 12, 2021",5.0
croc_review_844,Fit good. Feel good. Easy to slip on and go. A bit on the expensive side.,"March 31, 2021",5.0
croc_review_4959,"It fits great and has a great feel, just like the last pair.","September 14, 2022",4.0
croc_review_8244,They fit great and are wearing in good condition.,"April 26, 2021",5.0
croc_review_4951,It fit great and came on time! Very happy. Very comfortable and stylish!,"June 5, 2022",5.0
croc_review_845,"Fit great, and the color is awesome.","July 16, 2023",5.0
croc_review_4960,It fits great and is extremely comfortable. I am extremely satisfied.,"July 31, 2021",5.0
croc_review_8251,"They fit great, are stylish, and are packaged nicely.","July 7, 2021",5.0
croc_review_846,"Fit great. I have been an anti-crocker for many years. Flip flops didn't stand up to water usage. The crocs are tough, comfortable, and durable.","August 24, 2021",5.0
croc_review_4952,It fit great. My husband is very picky about his shoes. He was happy that he was able to wear them immediately.,"December 23, 2021",5.0
croc_review_847,"Fit is perfect, and style is perfect! I love them!","October 27, 2021",5.0
croc_review_7333,"The fit is perfect and very comfy. I almost went a size up (am a half-size), but the size down (9 instead of 10) fits perfectly. Happy with the red, already plotting my next purchase.","August 11, 2021",5.0
croc_review_848,Fit is way too big. I'm going to donate them. I bought 10's in the past. These are much larger.,"July 12, 2021",1.0
croc_review_8254,They fit just right and are comfortable.,"December 28, 2021",5.0
croc_review_849,Fit like a traditional men's 8. Still going strong well over 2 years of daily wear.,"June 3, 2023",5.0
croc_review_850,Fit perfect arrived when promised a better price than the store.,"May 24, 2022",5.0
croc_review_851,"Fit perfect, a wide variety to choose from & arrived on time!","September 16, 2021",5.0
croc_review_4975,It fits perfect. Doesn't run too big or too small. It feels comfy. Bit pricey tho,"September 8, 2021",5.0
croc_review_852,"Fit perfect. I wear a size 8 woman's size, and I ordered size m6/w8. This is my 3rd pair.","July 22, 2021",5.0
